Name,Labelbox category,Labelbox Object Title,Labelbox Title or Answer Text,Supervisely Values,Supervisely Category,Checkbox for follow-up,Assigned to
"""bodies of water""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""bodies of water""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""landforms""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""landforms""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""vegetation""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""vegetation""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Landform types - draw around all contiguous forms - If a large group, trace at least four individual features  in their original category before containing them.""-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Landform type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""Landform types - draw around all contiguous forms - If a large group, trace at least four individual features  in their original category before containing them.""","""* Landform type""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""hill (rounded)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Hill"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""hill (rounded)""","""Hill""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""mountain (craggy)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Mountain (craggy)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""mountain (craggy)""","""Mountain (craggy)""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""beach (stippled)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Beach (stippled)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""beach (stippled)""","""Beach (stippled)""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""field (fenced)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""field (fenced)""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""cliff (collections of rocks)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""(Landform container) Cliff - (Collection of rocks)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""cliff (collections of rocks)""","""(Landform container) Cliff - (Collection of rocks)""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""plain (unfenced field, vacant land)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Plain (unfenced field, vacant land)"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""plain (unfenced field, vacant land)""","""Plain (unfenced field, vacant land)""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""vegetation type""-""objects"" -> ""classifications"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""* Container type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""vegetation type""","""* Container type""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""woods""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Trees"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""woods""","""Trees""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""bushes""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Trees"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""bushes""","""Trees""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""reed (plant)""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Reeds"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""reed (plant)""","""Reeds""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""crops""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Labelbox Container"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""crops""","""Labelbox Container""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""short grass""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""containers"""" """"objects"""" -> """"title""""""===>""""""Short Grass"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""containers"""" """"objects"""" -> """"title""""""","""short grass""","""Short Grass""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Draw a line of a straight distance that you know in the image with two points, then enter the number of meters in numeric form only: EX: 12.3""-""objects"" -> ""classifications"" -> ""title""-""""""scale bar"""" """"objects"""" -> """"title""""""===>""""""Length in meters"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""scale bar"""" """"objects"""" -> """"title""""""","""Draw a line of a straight distance that you know in the image with two points, then enter the number of meters in numeric form only: EX: 12.3""","""Length in meters""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""paste latitude, then a comma, then a space, then the longitude for a known point""-""objects"" -> ""classifications"" -> ""title""-""""""Latitude and Longitude of known points """"objects"""" -> """"title""""""===>""""""Latitude and Longitude"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""Latitude and Longitude of known points """"objects"""" -> """"title""""""","""paste latitude, then a comma, then a space, then the longitude for a known point""","""Latitude and Longitude""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Type""-""objects"" -> ""classifications"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""* Secondary Site Type"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Type""","""* Secondary Site Type""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Background fortress - Castile""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Background fortress - Castile"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Background fortress - Castile""","""Background fortress - Castile""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Background fortress - Portugal""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Background fortress - Portugal"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Background fortress - Portugal""","""Background fortress - Portugal""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Hilltop ruins""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Hilltop ruins"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Hilltop ruins""","""Hilltop ruins""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Foreground fortress - Castile""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Foreground fortress - Castile"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Foreground fortress - Castile""","""Foreground fortress - Castile""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Complete or partially occluded""-""objects"" -> ""classifications"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""* Partially occluded or Complete?"""" """"objects"""" -> tags"""" -> """"name""""""","""objects"" -> ""classifications"" -> ""title""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Complete or partially occluded""","""* Partially occluded or Complete?""","""objects"" -> tags"" -> ""name""",,Samy Boutouis
"""Complete""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Complete"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Complete""","""Complete""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
"""Partially occluded""-""objects"" -> ""classifications"" -> ""answer"" -> ""title""-""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""===>""""""Partially Occluded"""" """"objects"""" -> """"tags"""" -> """"value""""""","""objects"" -> ""classifications"" -> ""answer"" -> ""title""","""""""Secondary Site (Background castles and ruins) """"objects"""" -> """"title""""""","""Partially occluded""","""Partially Occluded""","""objects"" -> ""tags"" -> ""value""",,Samy Boutouis
